rank,name,url,category,subcategory,industry,design_style,color_mode,typography,hero_type,motion_level,product_ui,3d_webgl,distinctive_trait,curation_score_10,priority,tags,status,added_on,source_url,notes
533,The Pudding — Population Mountains,https://pudding.cool/2018/12/3d-cities-story/,Blog,Visual essay,Editorial / Data,"3D data sculpture, scrollytelling, geographic",Light,Editorial sans,3D city population mountains,High,High,High,Population density is converted into physical-looking mountain forms that make cities intuitively comparable,10.0,A,editorial|3d|data-visualization|cities|scrollytelling,Active,2026-08-07,https://pudding.cool/2018/12/3d-cities-story/,
534,The Pudding — Most Hip-Hop Words,https://pudding.cool/2017/09/hip-hop-words/,Blog,Visual essay,Editorial / Music,"Data-led music editorial, exploratory",Light,Editorial sans,Interactive vocabulary exploration,Medium,High,Low,Language patterns become a visual way to explore what makes hip-hop vocabulary distinctive,9.8,A,editorial|music|data-visualization|interactive|culture,Active,2026-08-07,https://pudding.cool/2017/09/hip-hop-words/,
535,The Pudding — Women's Pockets,https://pudding.cool/2018/08/pockets/,Blog,Visual essay,Editorial / Fashion,"Illustrated data story, tactile, editorial",Light,Editorial sans,Life-size pocket comparisons,Medium,High,Low,"Physical clothing measurements are turned into playful, immediately legible visual comparisons",9.9,A,editorial|fashion|data-visualization|illustration|scrollytelling,Active,2026-08-07,https://pudding.cool/2018/08/pockets/,
536,The Pudding — Hamilton,https://pudding.cool/2017/03/hamilton/index.html,Blog,Interactive cultural analysis,Editorial / Culture,"Dialogue map, musical, data-led",Dark,Editorial sans,Interactive line / character visualization,Medium,High,Low,"Every line in Hamilton becomes a filterable visual map of characters, themes and conversations",9.8,A,editorial|music|data-visualization|interactive|culture,Active,2026-08-07,https://pudding.cool/2017/03/hamilton/index.html,
537,The Pudding — Climate Zones,https://pudding.cool/2024/06/climate-zones/,Blog,Climate visual essay,Editorial / Climate,"Climate data, city comparisons, scrollytelling",Light,Editorial sans,Future-city climate comparison,Medium,High,Low,Future climate change becomes relatable by mapping cities onto climates people already know,9.9,A,editorial|climate|data-visualization|cities|scrollytelling,Active,2026-08-07,https://pudding.cool/2024/06/climate-zones/,
538,Snow Fall — The New York Times,https://www.nytimes.com/projects/2012/snow-fall/index.html,Blog,Interactive long-form feature,Editorial / Journalism,"Cinematic long-form, multimedia, scroll-led",Light,Editorial serif + sans,Immersive avalanche narrative,High,Low,Medium,"A foundational reference for combining reporting, video, maps and scroll choreography into one story",10.0,A,journalism|longform|scrollytelling|cinematic|multimedia,Active,2026-08-07,https://www.nytimes.com/projects/2012/snow-fall/index.html,
539,Firestorm — The Guardian,https://www.theguardian.com/world/interactive/2013/may/26/firestorm-bushfire-dunalley-holmes-family,Blog,Interactive documentary,Editorial / Journalism,"Documentary, cinematic, image-led",Dark,Editorial sans,Multimedia bushfire narrative,High,Low,Medium,"Photography, video, sound and text are woven into a tightly controlled documentary experience",9.9,A,journalism|documentary|cinematic|multimedia|storytelling,Active,2026-08-07,https://www.theguardian.com/world/interactive/2013/may/26/firestorm-bushfire-dunalley-holmes-family,
540,Observable,https://observablehq.com/,Webapp,Interactive data / code platform,Data / Creative Technology,"Notebook-native, visual, exploratory",Light,Modern sans + mono,Live interactive data notebooks,Medium,High,Low,"Code, explanation and live visualization coexist as one editable information surface",9.7,A,data-visualization|code|interactive|notebook|creative-technology,Active,2026-08-07,https://observablehq.com/,
541,Polestar 4,https://www.polestar.com/us/polestar-4/,Website,Automotive product microsite,Automotive,"Scandinavian future-tech, cinematic, minimal",Light,Modern sans,Vehicle / technology story,High,Medium,Medium,Automotive technology is staged with unusually clean Scandinavian restraint,9.8,A,automotive|scandinavian|product|cinematic|minimal,Active,2026-08-07,https://www.polestar.com/us/polestar-4/,
542,Rivian R1S,https://rivian.com/r1s,Website,Automotive product microsite,Automotive / Outdoor,"Adventure editorial, premium, product-led",Light,Modern sans,Vehicle / landscape narrative,Medium,Medium,Low,Outdoor lifestyle imagery and clean product explanation create a warm EV identity,9.7,A,automotive|outdoor|product|editorial|premium,Active,2026-08-07,https://rivian.com/r1s,
543,Lotus Emeya,https://www.lotuscars.com/en-US/emeya,Website,Automotive product microsite,Automotive,"Performance luxury, dark, aerodynamic",Dark,Modern sans,Vehicle film / performance details,High,Medium,Medium,Speed and aerodynamic form are communicated through dark cinematic motion and detail shots,9.7,A,automotive|performance|luxury|cinematic|motion,Active,2026-08-07,https://www.lotuscars.com/en-US/emeya,
544,Porsche 911,https://www.porsche.com/usa/models/911/,Website,Automotive product experience,Automotive,"Performance heritage, cinematic, technical",Mixed,Modern sans,911 model / configurator story,High,Medium,Medium,A huge model family remains visually coherent through premium photography and precise technical hierarchy,9.8,A,automotive|heritage|product|cinematic|technical,Active,2026-08-07,https://www.porsche.com/usa/models/911/,
545,Ferrari F80,https://www.ferrari.com/en-US/auto/f80,Website,Hypercar product microsite,Automotive / Luxury,"Extreme performance, cinematic, futuristic",Dark,Bold modern sans,Hypercar film / engineering story,High,Medium,High,Motorsport engineering is treated as high-drama visual storytelling,9.9,A,automotive|hypercar|cinematic|engineering|3d|luxury,Active,2026-08-07,https://www.ferrari.com/en-US/auto/f80,
546,Lamborghini Revuelto,https://www.lamborghini.com/en-en/models/revuelto,Website,Supercar product microsite,Automotive / Luxury,"Angular future-tech, aggressive, 3D-rich",Dark,Geometric sans,Supercar / hybrid technology story,High,Medium,High,"Sharp geometry, renders and motion mirror the car's physical design language",9.8,A,automotive|supercar|3d|futuristic|motion|luxury,Active,2026-08-07,https://www.lamborghini.com/en-en/models/revuelto,
547,Rimowa Original,https://www.rimowa.com/us/en/luggage/colour/silver/cabin/92553004.html,Website,Luxury product page,Luxury / Industrial Design,"Industrial luxury, metallic, editorial",Light,Refined sans,Aluminum luggage / material imagery,Medium,Low,Low,The grooved aluminum object is treated like precision industrial design rather than ordinary luggage,9.7,A,luxury|industrial|travel|product|materials,Active,2026-08-07,https://www.rimowa.com/us/en/luggage/colour/silver/cabin/92553004.html,
548,Arc'teryx Veilance,https://arcteryx.com/us/en/c/mens/veilance,Website,Fashion / performance collection,Fashion / Technical Apparel,"Technical minimal, monochrome, architectural",Light,Modern sans,Technical apparel / editorial grid,Low,Low,Low,Performance clothing is framed with architectural restraint and premium fashion photography,9.6,A,fashion|technical|minimal|architectural|editorial,Active,2026-08-07,https://arcteryx.com/us/en/c/mens/veilance,
549,Salomon Advanced,https://www.salomon.com/en-us/shop/collection/advanced.html,Website,Experimental performance collection,Fashion / Sports,"Technical fashion, subcultural, product-led",Light,Technical sans,Advanced footwear / apparel grid,Medium,Low,Low,Performance products cross into fashion through strong material imagery and cultural positioning,9.6,A,fashion|sports|technical|footwear|product,Active,2026-08-07,https://www.salomon.com/en-us/shop/collection/advanced.html,
550,Gentle Monster BOLD,https://www.gentlemonster.com/us/shop/list/bold,Website,Eyewear collection,Luxury / Fashion,"Surreal luxury, futuristic, campaign-led",Mixed,Minimal sans,Surreal eyewear campaign / collection,High,Low,High,Eyewear commerce is wrapped in surreal visual-world building closer to digital art than retail,9.9,A,fashion|eyewear|surreal|luxury|3d|campaign,Active,2026-08-07,https://www.gentlemonster.com/us/shop/list/bold,
551,Ten Years Away,https://ten.375.studio,Website,Interactive studio retrospective,Creative Services,"Comic-like, kinetic, WebGL, narrative",Mixed,Expressive display sans,Interactive ten-year timeline,High,Low,High,A studio history told as a spatial interactive comic rather than a conventional archive,9.9,A,storytelling|webgl|3d|motion|archive|comic,Active,2026-08-07,https://ten.375.studio,"Awwwards SOTD, 2026"
552,Thorgal,https://thorgal.com,Website,Interactive graphic-novel experience,Publishing / Culture,"Illustrated, parallax, cinematic, sound-led",Dark,Editorial display type,Immersive illustrated saga,High,Low,High,"A classic comic universe is translated into layered parallax, sound and spatial storytelling",10.0,A,illustration|parallax|sound|webgl|storytelling|culture,Active,2026-08-07,https://thorgal.com,"Awwwards SOTD, 2026"
553,Shift 5,https://shift5.io,Website,Cybersecurity / infrastructure,Technology,"Dark technical, data-led, interactive",Dark,Modern technical sans,Interactive system / data visualization,High,Medium,Medium,Technical infrastructure is explained through polished interactive systems and data motion,9.7,A,technology|data-visualization|interactive|dark|motion,Active,2026-08-07,https://shift5.io,"Awwwards SOTD, 2026"
554,Podium,https://podium.global,Website,Creative / talent platform,Creative Services,"Bold editorial, 3D-accented, one-page",Mixed,Large contemporary sans,3D sculptural hero / footer,High,Low,High,A compact one-page structure gains depth through sculptural 3D and strong typographic rhythm,9.7,A,3d|typography|one-page|motion|creative,Active,2026-08-07,https://podium.global,"Awwwards SOTD, 2026"
555,Outfit,https://outfit.hellohello.is,Website,Design-led merchandise shop,Fashion / Creative,"Playful commerce, graphic, kinetic",Light,Bold graphic sans,Animated merchandise storefront,High,Medium,Low,E-commerce becomes an extension of a design studio's visual personality,9.7,A,commerce|fashion|graphic|motion|shopify|playful,Active,2026-08-07,https://outfit.hellohello.is,"Awwwards SOTD, 2026"
556,Nine To Five,https://www.9to5studio.it,Website,Creative studio,Creative Services,"Monochrome, refined, transition-led",Light,Modern grotesk,Editorial studio portfolio,High,Low,Medium,Monochrome restraint is offset by exceptionally polished navigation and project transitions,9.8,A,studio|monochrome|motion|portfolio|minimal,Active,2026-08-07,https://www.9to5studio.it,"Awwwards SOTD, 2026"
557,San Rita,https://sanrita.ca,Website,Hospitality / culture brand,Hospitality,"Warm, editorial, image-led, tactile",Light,Editorial serif + sans,Hospitality imagery / story,Medium,Low,Low,A warm visual language and strong image pacing create a distinct sense of place,9.6,A,hospitality|editorial|image-led|branding|warm,Active,2026-08-07,https://sanrita.ca,"Awwwards SOTD, 2026"
558,Sui,https://www.sui.io,Website,Blockchain platform,Technology / Web3,"Gradient-rich, spatial, product-led",Mixed,Modern sans,Animated network / product system,High,Medium,Medium,Gradient transitions and spatial UI make infrastructure feel unusually fluid and visual,9.7,A,web3|gradient|motion|interactive|technology,Active,2026-08-07,https://www.sui.io,"Awwwards SOTD, 2026"
559,Springs,https://springs.estate,Website,Real estate / place brand,Real Estate,"Water-inspired, elegant, spatial",Light,Refined sans,Water / map / gallery experience,High,Low,Medium,"Water effects, map animation and smooth galleries create a coherent environmental identity",9.8,A,real-estate|water|motion|map|gallery|spatial,Active,2026-08-07,https://springs.estate,"Awwwards SOTD, 2026"
560,Corentin Bernadou,https://corentinbernadou.com,Website,Creative developer portfolio,Creative Services,"Typographic, WebGL, experimental",Dark,Expressive sans,Interactive developer portfolio,High,Low,High,Code and visual design merge into a refined browser-native portfolio,9.9,A,portfolio|developer|webgl|typography|motion|experimental,Active,2026-08-07,https://corentinbernadou.com,"Awwwards SOTD, 2026"
561,ApeChain,https://apechain.com,Website,Blockchain ecosystem,Technology / Web3,"Colorful, maximal, 3D, playful",Mixed,Bold display sans,3D ecosystem world,High,Medium,High,"A blockchain brand avoids generic tech minimalism with a loud, characterful 3D universe",9.8,A,web3|3d|colorful|playful|webgl|interactive,Active,2026-08-07,https://apechain.com,"Awwwards SOTD, 2026"
562,Fourmula AI,https://fourmula.ai,Website,AI product,AI / Technology,"Clean futuristic, seamless, interactive",Mixed,Modern sans,AI narrative / interactive footer,High,Medium,Medium,Seamless scroll and responsive interface details create a polished future-product atmosphere,9.7,A,ai|futuristic|motion|interactive|product,Active,2026-08-07,https://fourmula.ai,"Awwwards SOTD, 2026"
